"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.RDB"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"0.1"	"0.02"	"1"	"1"	"RDB"	"0.99488"	"0.11236"	"0.09561"	"0.10251"	"0.9302"	"0.02117"	"20.48811"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"2"	"MLE"	"1.97276"	"0.04632"	"0.04834"	"0.05872"	"0.99222"	"0.00629"	"30.19871"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"3"	"MLE"	"0.69302"	"0.16635"	"0.14164"	"0.14122"	"0.97289"	"0.0106"	"26.02558"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"4"	"MLE"	"0.3447"	"0.25378"	"0.28949"	"0.41082"	"0.93096"	"0.01407"	"23.75979"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"5"	"MLE"	"0.42419"	"0.28869"	"0.24616"	"0.23814"	"0.91566"	"0.018"	"21.78723"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"6"	"MLE"	"0.3776"	"0.2605"	"0.24147"	"0.34348"	"0.99542"	"0.00378"	"34.26889"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"7"	"MLE"	"0.49253"	"0.21066"	"0.25395"	"0.18954"	"0.99484"	"0.00423"	"33.37757"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"8"	"RDB"	"1.22325"	"0.09094"	"0.08184"	"0.08176"	"0.95028"	"0.01767"	"21.93483"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"9"	"RDB"	"1.37031"	"0.07255"	"0.07228"	"0.07514"	"0.97051"	"0.01316"	"24.29418"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"10"	"MLE"	"0.70135"	"0.15433"	"0.11283"	"0.15855"	"0.9954"	"0.0043"	"33.23923"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"11"	"MLE"	"1.03016"	"0.08121"	"0.08747"	"0.1086"	"0.97878"	"0.00922"	"27.14305"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"12"	"MLE"	"0.36057"	"0.33113"	"0.35072"	"0.29949"	"0.96751"	"0.0106"	"26.02534"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"13"	"max"	"0.42033"	"0.34061"	"0.26543"	"0.29813"	"0.76692"	"0.04055"	"15.28948"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"14"	"MLE"	"0.68516"	"0.15913"	"0.15825"	"0.17124"	"0.98035"	"0.00975"	"26.69033"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"15"	"MLE"	"2.41005"	"0.03448"	"0.03768"	"0.04584"	"0.97195"	"0.01128"	"25.52836"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"16"	"RDB"	"0.57272"	"0.19057"	"0.21932"	"0.18335"	"0.88541"	"0.0252"	"19.09542"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"17"	"MLE"	"0.65631"	"0.14431"	"0.15173"	"0.17572"	"0.96779"	"0.0119"	"25.09695"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"18"	"MLE"	"0.33747"	"0.41166"	"0.16694"	"0.36052"	"0.95431"	"0.01358"	"24.04278"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"19"	"max"	"0.43549"	"0.30155"	"0.31665"	"0.29261"	"0.83835"	"0.03105"	"17.42556"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"20"	"RDB"	"0.87893"	"0.10616"	"0.13853"	"0.11225"	"0.90113"	"0.02418"	"19.42671"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"21"	"RDB"	"1.91268"	"0.03637"	"0.06076"	"0.04969"	"0.97236"	"0.01222"	"24.88699"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"22"	"MLE"	"0.42538"	"0.24263"	"0.22863"	"0.25009"	"0.97269"	"0.00956"	"26.84747"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"23"	"MLE"	"0.46395"	"0.23692"	"0.22514"	"0.27071"	"0.99612"	"0.00371"	"34.41561"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"24"	"MLE"	"0.27439"	"0.4983"	"0.47057"	"0.41029"	"0.9895"	"0.0047"	"32.53725"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"25"	"MLE"	"0.59254"	"0.21571"	"0.16252"	"0.15784"	"0.83694"	"0.02619"	"18.78832"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"26"	"MLE"	"0.44486"	"0.2064"	"0.24408"	"0.25133"	"0.85323"	"0.0268"	"18.60416"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"27"	"MLE"	"1.39223"	"0.0613"	"0.07037"	"0.06603"	"0.9879"	"0.00707"	"29.26832"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"28"	"RDB"	"0.99437"	"0.11247"	"0.09552"	"0.11007"	"0.96464"	"0.01441"	"23.56549"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"29"	"MLE"	"1.30462"	"0.07362"	"0.07057"	"0.08031"	"0.79719"	"0.03302"	"16.93349"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"30"	"MLE"	"0.54408"	"0.18042"	"0.17145"	"0.16665"	"0.92821"	"0.01673"	"22.37235"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"31"	"max"	"0.43137"	"0.29578"	"0.29443"	"0.28463"	"0.72648"	"0.04119"	"15.16551"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"32"	"MLE"	"1.75637"	"0.05634"	"0.05378"	"0.05689"	"0.96769"	"0.01335"	"24.17657"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"33"	"MLE"	"0.59379"	"0.1695"	"0.16603"	"0.159"	"0.96759"	"0.01081"	"25.86584"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"34"	"MLE"	"0.52861"	"0.1939"	"0.20358"	"0.17215"	"0.90721"	"0.01988"	"20.99263"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"35"	"MLE"	"1.76426"	"0.05606"	"0.05286"	"0.05323"	"0.98685"	"0.00785"	"28.42725"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"36"	"max"	"0.44372"	"0.29059"	"0.26931"	"0.33408"	"0.76626"	"0.03958"	"15.48473"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"37"	"RDB"	"7.76192"	"0.01385"	"0.0102"	"0.01174"	"0.99094"	"0.00652"	"29.91452"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"38"	"MLE"	"0.63507"	"0.19119"	"0.12955"	"0.12761"	"0.96496"	"0.01177"	"25.18455"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"39"	"MLE"	"0.64485"	"0.18589"	"0.16071"	"0.16709"	"0.96226"	"0.01291"	"24.44616"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"40"	"MLE"	"1.0889"	"0.07536"	"0.09662"	"0.10896"	"0.99091"	"0.00661"	"29.80139"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"41"	"MLE"	"0.67689"	"0.16923"	"0.14942"	"0.13143"	"0.97735"	"0.00988"	"26.58878"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"42"	"RDB"	"3.15311"	"0.02732"	"0.03754"	"0.03491"	"0.98229"	"0.01075"	"25.9106"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"43"	"MLE"	"1.24797"	"0.09265"	"0.08363"	"0.06222"	"0.70639"	"0.03474"	"16.52725"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"44"	"MLE"	"0.52864"	"0.20198"	"0.23021"	"0.19203"	"0.9976"	"0.00305"	"35.98843"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"45"	"MLE"	"0.36162"	"0.26998"	"0.36871"	"0.36094"	"0.93355"	"0.01619"	"22.63456"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"46"	"MLE"	"0.46135"	"0.20353"	"0.28345"	"0.21837"	"0.91789"	"0.01569"	"22.88557"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"47"	"MLE"	"0.4343"	"0.24809"	"0.20175"	"0.28564"	"0.98357"	"0.00703"	"29.31068"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"48"	"MLE"	"2.15192"	"0.04877"	"0.05092"	"0.04592"	"0.9485"	"0.01636"	"22.55423"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"49"	"MLE"	"0.53781"	"0.19997"	"0.2146"	"0.208"	"0.96386"	"0.01204"	"25.00702"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"50"	"max"	"0.40366"	"0.35357"	"0.30332"	"0.25708"	"0.82229"	"0.03371"	"16.76706"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"51"	"MLE"	"0.50661"	"0.19697"	"0.18717"	"0.23609"	"0.97799"	"0.0089"	"27.42531"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"52"	"MLE"	"0.44097"	"0.18596"	"0.22379"	"0.29058"	"0.95433"	"0.01281"	"24.50949"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"53"	"MLE"	"1.04624"	"0.08763"	"0.10846"	"0.09134"	"0.97807"	"0.01002"	"26.47185"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"54"	"max"	"0.44406"	"0.32841"	"0.2704"	"0.28556"	"0.73997"	"0.04141"	"15.12233"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"55"	"RDB"	"1.07675"	"0.08294"	"0.07949"	"0.09986"	"0.95069"	"0.01556"	"22.95073"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"56"	"MLE"	"5.08913"	"0.01643"	"0.01882"	"0.01811"	"0.99805"	"0.00292"	"36.33258"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"57"	"MLE"	"0.53101"	"0.19267"	"0.18845"	"0.20855"	"0.95672"	"0.01292"	"24.44042"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"58"	"MLE"	"1.31936"	"0.07698"	"0.06058"	"0.07361"	"0.987"	"0.00744"	"28.85576"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"59"	"MLE"	"1.14175"	"0.07415"	"0.08139"	"0.08568"	"0.9911"	"0.00573"	"30.95071"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"60"	"MLE"	"4.45153"	"0.02253"	"0.01749"	"0.02241"	"0.95051"	"0.01669"	"22.39207"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"61"	"MLE"	"0.72012"	"0.15592"	"0.1477"	"0.13804"	"0.96076"	"0.01305"	"24.35926"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"62"	"MLE"	"2.1581"	"0.04624"	"0.05316"	"0.04458"	"0.97645"	"0.01161"	"25.29558"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"63"	"MLE"	"0.53957"	"0.18367"	"0.24136"	"0.17436"	"0.98842"	"0.00664"	"29.76629"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"64"	"MLE"	"2.25871"	"0.0361"	"0.04856"	"0.03702"	"0.94204"	"0.01638"	"22.54319"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"65"	"MLE"	"0.40691"	"0.32323"	"0.2279"	"0.23901"	"0.99139"	"0.00523"	"31.6798"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"66"	"max"	"0.44427"	"0.28524"	"0.3237"	"0.26544"	"0.7439"	"0.03815"	"15.77866"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"67"	"MLE"	"5.1676"	"0.01895"	"0.02023"	"0.01425"	"0.97598"	"0.01084"	"25.84656"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"68"	"MLE"	"1.22038"	"0.07513"	"0.05968"	"0.08768"	"0.95586"	"0.01396"	"23.82329"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"69"	"MLE"	"0.90664"	"0.10891"	"0.11262"	"0.12606"	"0.98052"	"0.00979"	"26.66151"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"70"	"MLE"	"1.15988"	"0.10069"	"0.0837"	"0.07623"	"0.96301"	"0.01315"	"24.29763"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"71"	"MLE"	"0.48863"	"0.22055"	"0.24112"	"0.21073"	"0.90961"	"0.01904"	"21.34019"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"72"	"MLE"	"0.7574"	"0.14252"	"0.12864"	"0.14081"	"0.90915"	"0.02281"	"19.89438"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"73"	"MLE"	"0.70409"	"0.12514"	"0.14783"	"0.16392"	"0.91921"	"0.02028"	"20.83453"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"74"	"MLE"	"0.49875"	"0.21524"	"0.19973"	"0.23813"	"0.95256"	"0.01275"	"24.54593"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"75"	"MLE"	"0.92516"	"0.12698"	"0.09255"	"0.09812"	"0.96411"	"0.01229"	"24.84013"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"76"	"RDB"	"0.81731"	"0.12949"	"0.1199"	"0.1437"	"0.95819"	"0.01506"	"23.21371"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"77"	"MLE"	"1.62242"	"0.06139"	"0.06154"	"0.06559"	"0.93447"	"0.01999"	"20.94919"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"78"	"RDB"	"5.95363"	"0.01736"	"0.01659"	"0.01826"	"0.95843"	"0.017"	"22.24623"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"79"	"RDB"	"1.411"	"0.08336"	"0.07365"	"0.08732"	"0.95086"	"0.01876"	"21.45698"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"80"	"MLE"	"0.54368"	"0.25825"	"0.17242"	"0.19232"	"0.99513"	"0.00454"	"32.80483"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"81"	"RDB"	"2.03625"	"0.04359"	"0.04227"	"0.04702"	"0.93392"	"0.0176"	"21.96599"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"82"	"MLE"	"1.74208"	"0.05638"	"0.07196"	"0.04881"	"0.97685"	"0.01194"	"25.07038"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"83"	"MLE"	"3.53065"	"0.02448"	"0.02647"	"0.02739"	"0.93619"	"0.0189"	"21.39678"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"84"	"max"	"0.41178"	"0.27169"	"0.29985"	"0.30076"	"0.82491"	"0.02895"	"17.98715"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"85"	"max"	"0.43339"	"0.2965"	"0.31518"	"0.28996"	"0.7931"	"0.03654"	"16.12339"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"86"	"MLE"	"0.84072"	"0.11093"	"0.10412"	"0.11195"	"0.96601"	"0.01043"	"26.15502"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"87"	"MLE"	"0.38139"	"0.27605"	"0.2465"	"0.33239"	"0.92937"	"0.0166"	"22.43316"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"88"	"MLE"	"0.48909"	"0.30548"	"0.23661"	"0.16856"	"0.99665"	"0.00376"	"34.31685"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"89"	"MLE"	"0.88436"	"0.14099"	"0.10731"	"0.11794"	"0.97474"	"0.01169"	"25.23771"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"90"	"MLE"	"0.73858"	"0.14198"	"0.14079"	"0.14334"	"0.97365"	"0.01121"	"25.5785"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"91"	"MLE"	"0.91818"	"0.11792"	"0.10228"	"0.10374"	"0.93789"	"0.0173"	"22.10363"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"92"	"MLE"	"0.76959"	"0.15118"	"0.12644"	"0.1319"	"0.98806"	"0.00739"	"28.90801"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"93"	"RDB"	"3.11233"	"0.03273"	"0.03562"	"0.02392"	"0.95041"	"0.01766"	"21.94017"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"94"	"MLE"	"0.42656"	"0.24851"	"0.30981"	"0.25029"	"0.96218"	"0.01177"	"25.1882"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"95"	"MLE"	"0.91756"	"0.08779"	"0.11406"	"0.13768"	"0.94786"	"0.01493"	"23.28468"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"96"	"MLE"	"2.03842"	"0.05522"	"0.0399"	"0.04485"	"0.94116"	"0.01812"	"21.7356"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"97"	"MLE"	"0.86005"	"0.11097"	"0.1039"	"0.12675"	"0.99057"	"0.0061"	"30.44143"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"98"	"MLE"	"0.65227"	"0.1705"	"0.17223"	"0.11152"	"0.97888"	"0.00903"	"27.30754"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"99"	"MLE"	"0.76647"	"0.15373"	"0.15484"	"0.10625"	"0.96995"	"0.01272"	"24.56421"	NA
"stick"	"3"	"0.1"	"0.02"	"1"	"100"	"RDB"	"3.9413"	"0.02514"	"0.02207"	"0.02137"	"0.98724"	"0.00765"	"28.63433"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"1"	"MLE"	"0.7437"	"0.08701"	"0.24033"	"0.18997"	"0.98347"	"0.01105"	"25.68896"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"2"	"RDB"	"0.8518"	"0.09958"	"0.13192"	"0.14314"	"0.91285"	"0.02456"	"19.3002"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"3"	"MLE"	"0.33701"	"0.25919"	"0.28251"	"0.49062"	"0.83595"	"0.02189"	"20.22327"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"4"	"MLE"	"0.33394"	"0.43158"	"0.11485"	"0.30739"	"0.68695"	"0.0408"	"15.24193"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"5"	"MLE"	"0.52493"	"0.22845"	"0.21195"	"0.2798"	"0.66417"	"0.04312"	"14.79806"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"6"	"max"	"0.51678"	"0.29088"	"0.2552"	"0.37544"	"0.50369"	"0.09131"	"8.79675"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"7"	"MLE"	"0.30018"	"0.54712"	"0.31046"	"0.50136"	"0.38329"	"0.03675"	"16.0776"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"8"	"max"	"0.45814"	"0.31099"	"0.28155"	"0.33426"	"0.69862"	"0.05273"	"13.18892"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"9"	"MLE"	"0.57983"	"0.14288"	"0.31716"	"0.12857"	"0.62175"	"0.06087"	"12.04087"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"10"	"MLE"	"0.60985"	"0.26485"	"0.08865"	"0.21919"	"0.93512"	"0.02172"	"20.2835"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"11"	"MLE"	"0.44617"	"0.23989"	"0.18599"	"0.26211"	"0.94828"	"0.01233"	"24.81521"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"12"	"MLE"	"0.44027"	"0.30056"	"0.17112"	"0.21553"	"0.70446"	"0.03994"	"15.41113"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"13"	"MLE"	"0.19666"	"0.49562"	"0.17118"	"0.86916"	"0.78224"	"0.02486"	"19.20604"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"14"	"max"	"0.45331"	"0.39614"	"0.27558"	"0.20396"	"0.7421"	"0.0478"	"13.97447"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"15"	"max"	"0.41206"	"0.36659"	"0.30191"	"0.1282"	"0.68641"	"0.04665"	"14.16957"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"16"	"MLE"	"0.40004"	"0.18729"	"0.09509"	"0.4202"	"-0.0685"	"0.06607"	"11.38477"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"17"	"MLE"	"0.36085"	"0.23226"	"0.3497"	"0.38582"	"0.69152"	"0.0459"	"14.29869"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"18"	"MLE"	"1.38456"	"0.07923"	"0.09774"	"0.06064"	"0.97489"	"0.01305"	"24.35991"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"19"	"MLE"	"0.47861"	"0.07708"	"0.37002"	"0.15253"	"0.99004"	"0.00785"	"28.42669"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"20"	"RDB"	"0.35818"	"0.18034"	"0.216"	"0.33243"	"0.6694"	"0.04842"	"13.87073"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"21"	"max"	"0.43645"	"0.29759"	"0.43812"	"0.17474"	"0.74009"	"0.05506"	"12.84338"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"22"	"MLE"	"0.93082"	"0.12047"	"0.09873"	"0.10551"	"0.80742"	"0.03419"	"16.65493"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"23"	"MLE"	"0.25726"	"0.09833"	"0.62753"	"0.41042"	"-0.69981"	"0.06269"	"11.80501"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"24"	"RDB"	"0.54578"	"0.17128"	"0.2549"	"0.22126"	"0.60876"	"0.06801"	"11.15287"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"25"	"MLE"	"1.78631"	"0.07327"	"0.01078"	"0.06958"	"0.95021"	"0.01866"	"21.49969"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"26"	"MLE"	"1.27764"	"0.0651"	"0.10271"	"0.0928"	"0.79471"	"0.04659"	"14.17988"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"27"	"MLE"	"0.22587"	"0.33197"	"0.63958"	"0.82236"	"0.4549"	"0.02867"	"18.06396"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"28"	"MLE"	"0.40645"	"0.2496"	"0.29836"	"0.122"	"0.6923"	"0.03205"	"17.17312"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"29"	"MLE"	"0.58681"	"0.0318"	"0.24869"	"0.24914"	"0.91017"	"0.02569"	"18.94278"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"30"	"MLE"	"0.48922"	"0.27064"	"0.24171"	"0.12963"	"0.82004"	"0.03077"	"17.49739"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"31"	"RDB"	"1.12719"	"0.08771"	"0.13513"	"0.10312"	"0.93645"	"0.02439"	"19.35564"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"32"	"MLE"	"0.63101"	"0.21665"	"0.08155"	"0.12925"	"0.72758"	"0.04349"	"14.73038"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"33"	"MLE"	"0.64895"	"0.20071"	"0.15667"	"0.17142"	"0.77166"	"0.031"	"17.4386"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"34"	"RDB"	"0.42583"	"0.3663"	"0.10825"	"0.26962"	"0.65406"	"0.05289"	"13.16485"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"35"	"MLE"	"0.8498"	"0.0822"	"0.20121"	"0.11647"	"0.91477"	"0.02284"	"19.88363"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"36"	"MLE"	"8.99601"	"0.00644"	"0.00616"	"0.01736"	"0.80049"	"0.04583"	"14.31136"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"37"	"MLE"	"0.36396"	"0.4422"	"0.35875"	"0.28926"	"0.89896"	"0.01775"	"21.90054"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"38"	"RDB"	"0.99224"	"0.1371"	"0.08656"	"0.10174"	"0.91074"	"0.02333"	"19.71336"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"39"	"MLE"	"0.29005"	"0.17213"	"0.41695"	"0.41194"	"0.45121"	"0.04024"	"15.3512"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"40"	"RDB"	"0.54508"	"0.1681"	"0.32924"	"0.09944"	"0.75175"	"0.04681"	"14.14097"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"41"	"max"	"0.41485"	"0.3171"	"0.09712"	"0.37853"	"0.73494"	"0.04608"	"14.26779"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"42"	"MLE"	"0.92485"	"0.08048"	"0.09172"	"0.11671"	"0.8481"	"0.02569"	"18.94129"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"43"	"MLE"	"3.44644"	"0.0554"	"0.00688"	"0.0356"	"0.8945"	"0.03688"	"16.04932"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"44"	"max"	"0.51005"	"0.28836"	"0.28857"	"0.2997"	"0.33901"	"0.0961"	"8.38706"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"45"	"MLE"	"0.48118"	"0.23452"	"0.16563"	"0.19393"	"0.32348"	"0.04284"	"14.85153"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"46"	"MLE"	"0.32179"	"0.38659"	"0.40185"	"0.289"	"0.88999"	"0.01957"	"21.11724"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"47"	"max"	"0.49027"	"0.25853"	"0.35587"	"0.29516"	"0.69875"	"0.05136"	"13.40018"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"48"	"MLE"	"1.41984"	"0.09425"	"0.04998"	"0.04552"	"0.89442"	"0.02323"	"19.74785"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"49"	"MLE"	"0.37276"	"0.35403"	"0.28301"	"0.41791"	"0.68379"	"0.03067"	"17.52538"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"50"	"MLE"	"0.53747"	"0.21216"	"0.25094"	"0.19802"	"0.55853"	"0.06219"	"11.86894"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"51"	"MLE"	"0.37581"	"0.27652"	"0.26039"	"0.45627"	"0.38132"	"0.055"	"12.85135"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"52"	"RDB"	"1.95819"	"0.04751"	"0.06789"	"0.02468"	"0.97672"	"0.01187"	"25.12175"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"53"	"MLE"	"0.31636"	"0.07921"	"0.58524"	"0.28194"	"0.66702"	"0.03633"	"16.16962"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"54"	"RDB"	"0.93513"	"0.07807"	"0.134"	"0.09144"	"0.90879"	"0.02435"	"19.36891"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"55"	"RDB"	"5.23433"	"0.02597"	"0.01891"	"0.016"	"0.79819"	"0.03848"	"15.71007"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"56"	"MLE"	"0.56479"	"0.24625"	"0.19404"	"0.18146"	"0.88951"	"0.02367"	"19.59613"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"57"	"RDB"	"0.86055"	"0.12805"	"0.05085"	"0.20265"	"0.84844"	"0.0442"	"14.60016"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"58"	"MLE"	"0.73788"	"0.19646"	"0.12493"	"0.18543"	"0.74424"	"0.04919"	"13.74537"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"59"	"MLE"	"3.66884"	"0.02469"	"0.02418"	"0.02251"	"0.87474"	"0.02493"	"19.18135"	NA
"stick"	"3"	"0.1"	"0.05"	"1"	"60"	"MLE"	"0.53702"	"0.09806"	"0.33142"	"0.16677"	"0.92595"	"0.02378"	"19.56049"	NA
