"model"	"n.muts"	"coes"	"sigma"	"d.true"	"rep"	"method"	"d.hat.MLE"	"u.hats.1"	"u.hats.2"	"u.hats.3"	"R2"	"sig.hat"	"logLike"	"P"
"stick"	"3"	"-0.2"	"0.08"	"1"	"91"	"MLE"	"8.59911"	"-0.02838"	"-0.02899"	"-0.02049"	"0.96878"	"0.03112"	"17.40792"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"92"	"MLE"	"0.66243"	"-0.31206"	"-0.23321"	"-0.28875"	"0.88757"	"0.06771"	"11.18832"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"93"	"MLE"	"0.66491"	"-0.21995"	"-0.36132"	"-0.37884"	"0.87814"	"0.09579"	"8.41326"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"94"	"MLE"	"0.2213"	"-0.40832"	"-0.65044"	"-0.93302"	"0.92559"	"0.07069"	"10.84396"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"95"	"MLE"	"3.8673"	"-0.05497"	"-0.06282"	"-0.06888"	"0.94033"	"0.05283"	"13.17392"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"96"	"MLE"	"0.93656"	"-0.27408"	"-0.17536"	"-0.1457"	"0.92303"	"0.05551"	"12.77861"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"97"	"MLE"	"2.89477"	"-0.05269"	"-0.10213"	"-0.09459"	"0.95272"	"0.0452"	"14.4216"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"98"	"MLE"	"0.29252"	"-0.60152"	"-0.31968"	"-0.62461"	"0.95045"	"0.04759"	"14.00996"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"99"	"MLE"	"1.40936"	"-0.10701"	"-0.17644"	"-0.20128"	"0.98606"	"0.0261"	"18.81494"	NA
"stick"	"3"	"-0.2"	"0.08"	"1"	"100"	"max"	"0.1"	"-1.43803"	"-0.60667"	"-1.38278"	"0.2215"	"0.15434"	"4.59739"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"1"	"MLE"	"0.94383"	"-0.32324"	"-0.29899"	"-0.30452"	"0.99907"	"0.00982"	"26.63592"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"2"	"MLE"	"1.3023"	"-0.22059"	"-0.26643"	"-0.23431"	"0.99624"	"0.02003"	"20.93317"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"3"	"MLE"	"1.12198"	"-0.26184"	"-0.28721"	"-0.26521"	"0.99194"	"0.02867"	"18.06367"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"4"	"MLE"	"0.97671"	"-0.30572"	"-0.30313"	"-0.30939"	"0.99872"	"0.01177"	"25.18515"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"5"	"MLE"	"1.0752"	"-0.27387"	"-0.29153"	"-0.29004"	"0.99717"	"0.01759"	"21.9715"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"6"	"MLE"	"0.95034"	"-0.3141"	"-0.29407"	"-0.31757"	"0.99602"	"0.0204"	"20.78775"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"7"	"MLE"	"1.33266"	"-0.24839"	"-0.22444"	"-0.2322"	"0.99802"	"0.01415"	"23.71163"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"8"	"MLE"	"0.93277"	"-0.30681"	"-0.31375"	"-0.31239"	"0.99889"	"0.01073"	"25.9299"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"9"	"MLE"	"1.03928"	"-0.2735"	"-0.29519"	"-0.29689"	"0.99823"	"0.0137"	"23.97181"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"10"	"MLE"	"0.84415"	"-0.36911"	"-0.3425"	"-0.32898"	"0.99942"	"0.00815"	"28.12166"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"11"	"MLE"	"0.97371"	"-0.30162"	"-0.31018"	"-0.31855"	"0.99974"	"0.00543"	"31.37165"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"12"	"MLE"	"0.8717"	"-0.32687"	"-0.34206"	"-0.3292"	"0.9992"	"0.00929"	"27.0803"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"13"	"MLE"	"1.04037"	"-0.29625"	"-0.30034"	"-0.28254"	"0.99929"	"0.00878"	"27.52989"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"14"	"MLE"	"1.08762"	"-0.2837"	"-0.27973"	"-0.28992"	"0.99915"	"0.00964"	"26.77996"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"15"	"MLE"	"0.96362"	"-0.30189"	"-0.31744"	"-0.31986"	"0.99846"	"0.01309"	"24.33414"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"16"	"MLE"	"1.03455"	"-0.29668"	"-0.2765"	"-0.28994"	"0.99709"	"0.01725"	"22.12965"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"17"	"MLE"	"0.76106"	"-0.38091"	"-0.36516"	"-0.38962"	"0.99988"	"0.00377"	"34.28973"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"18"	"MLE"	"1.30913"	"-0.24341"	"-0.23985"	"-0.21821"	"0.99688"	"0.01755"	"21.98818"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"19"	"MLE"	"1.10986"	"-0.27473"	"-0.24939"	"-0.28028"	"0.99486"	"0.02268"	"19.9393"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"20"	"MLE"	"1.06731"	"-0.27023"	"-0.285"	"-0.28358"	"0.99817"	"0.01378"	"23.92435"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"21"	"MLE"	"1.01794"	"-0.29045"	"-0.28995"	"-0.30184"	"0.9972"	"0.01716"	"22.16773"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"22"	"MLE"	"1.08243"	"-0.26897"	"-0.28256"	"-0.30032"	"0.99844"	"0.01301"	"24.38343"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"23"	"MLE"	"1.19464"	"-0.26081"	"-0.26929"	"-0.26174"	"0.99865"	"0.01223"	"24.88015"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"24"	"MLE"	"1.29844"	"-0.24163"	"-0.24171"	"-0.23393"	"0.99829"	"0.01309"	"24.33353"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"25"	"MLE"	"1.00435"	"-0.30445"	"-0.31265"	"-0.28816"	"0.99838"	"0.01337"	"24.16727"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"26"	"MLE"	"1.21895"	"-0.26916"	"-0.25193"	"-0.23714"	"0.99699"	"0.01744"	"22.03839"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"27"	"MLE"	"0.76778"	"-0.36934"	"-0.3526"	"-0.39575"	"0.99975"	"0.00535"	"31.48663"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"28"	"MLE"	"0.90565"	"-0.32202"	"-0.31911"	"-0.33885"	"0.99795"	"0.01529"	"23.09477"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"29"	"MLE"	"1.03655"	"-0.29827"	"-0.29091"	"-0.27065"	"0.9966"	"0.01863"	"21.51204"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"30"	"MLE"	"1.15322"	"-0.26068"	"-0.28288"	"-0.25519"	"0.99958"	"0.00663"	"29.78372"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"31"	"MLE"	"0.86074"	"-0.33664"	"-0.33292"	"-0.35038"	"0.99641"	"0.01986"	"21.00007"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"32"	"MLE"	"0.92799"	"-0.30456"	"-0.32357"	"-0.32554"	"0.99913"	"0.00975"	"26.69038"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"33"	"MLE"	"0.96764"	"-0.31988"	"-0.29789"	"-0.31631"	"0.99793"	"0.0153"	"23.086"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"34"	"MLE"	"1.05429"	"-0.2823"	"-0.2933"	"-0.27191"	"0.99629"	"0.01971"	"21.06355"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"35"	"MLE"	"1.21363"	"-0.25734"	"-0.24245"	"-0.2679"	"0.99832"	"0.01339"	"24.15435"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"36"	"MLE"	"0.8449"	"-0.34244"	"-0.33947"	"-0.36441"	"0.99344"	"0.02821"	"18.19215"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"37"	"MLE"	"1.26901"	"-0.25331"	"-0.24869"	"-0.23395"	"0.9987"	"0.01166"	"25.25883"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"38"	"MLE"	"1.11961"	"-0.2751"	"-0.26989"	"-0.2733"	"0.99813"	"0.01417"	"23.70083"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"39"	"MLE"	"0.99928"	"-0.30355"	"-0.27093"	"-0.31272"	"0.9934"	"0.02651"	"18.68903"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"40"	"MLE"	"1.09117"	"-0.28555"	"-0.27845"	"-0.27822"	"0.99926"	"0.00902"	"27.31803"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"41"	"MLE"	"0.88063"	"-0.32992"	"-0.34034"	"-0.34714"	"0.99847"	"0.01351"	"24.0851"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"42"	"MLE"	"0.93489"	"-0.31924"	"-0.32834"	"-0.32072"	"0.99914"	"0.00993"	"26.54381"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"43"	"MLE"	"1.18764"	"-0.26218"	"-0.26972"	"-0.25666"	"0.9973"	"0.01693"	"22.27998"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"44"	"MLE"	"1.07925"	"-0.27397"	"-0.27639"	"-0.28854"	"0.99428"	"0.02469"	"19.25875"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"45"	"MLE"	"0.94418"	"-0.31443"	"-0.32379"	"-0.30533"	"0.99732"	"0.01719"	"22.15421"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"46"	"MLE"	"0.97062"	"-0.30278"	"-0.29783"	"-0.31758"	"0.99868"	"0.01207"	"24.98355"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"47"	"MLE"	"0.92681"	"-0.31462"	"-0.31021"	"-0.33968"	"0.99892"	"0.01107"	"25.67509"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"48"	"MLE"	"0.89537"	"-0.34754"	"-0.31959"	"-0.31766"	"0.9948"	"0.0241"	"19.45273"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"49"	"MLE"	"0.85619"	"-0.33208"	"-0.35026"	"-0.33664"	"0.99942"	"0.00804"	"28.23064"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"50"	"MLE"	"1.07226"	"-0.27543"	"-0.27945"	"-0.2978"	"0.99606"	"0.0207"	"20.6694"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"51"	"MLE"	"0.96798"	"-0.29682"	"-0.30803"	"-0.30221"	"0.99922"	"0.00896"	"27.37009"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"52"	"MLE"	"0.94046"	"-0.3334"	"-0.30135"	"-0.32995"	"0.99524"	"0.02362"	"19.61306"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"53"	"MLE"	"0.97256"	"-0.29665"	"-0.29798"	"-0.31526"	"0.99931"	"0.00858"	"27.71865"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"54"	"MLE"	"1.02236"	"-0.28686"	"-0.29302"	"-0.30283"	"0.99709"	"0.01789"	"21.83607"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"55"	"MLE"	"1.48909"	"-0.21113"	"-0.21562"	"-0.20513"	"0.99567"	"0.02064"	"20.69242"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"56"	"MLE"	"0.86738"	"-0.33057"	"-0.34633"	"-0.33121"	"0.99977"	"0.00499"	"32.04587"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"57"	"MLE"	"1.20983"	"-0.24567"	"-0.24186"	"-0.27125"	"0.99961"	"0.00629"	"30.19571"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"58"	"MLE"	"0.92388"	"-0.30646"	"-0.32588"	"-0.30864"	"0.99881"	"0.01118"	"25.59962"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"59"	"MLE"	"0.9575"	"-0.30999"	"-0.30624"	"-0.32518"	"0.99917"	"0.00961"	"26.80884"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"60"	"MLE"	"1.06278"	"-0.29438"	"-0.29615"	"-0.27176"	"0.99782"	"0.01551"	"22.98011"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"61"	"MLE"	"0.94813"	"-0.32976"	"-0.3058"	"-0.30776"	"0.99537"	"0.02263"	"19.95579"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"62"	"MLE"	"0.80232"	"-0.34999"	"-0.37163"	"-0.34998"	"0.99703"	"0.01827"	"21.66851"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"63"	"MLE"	"1.21862"	"-0.2578"	"-0.25777"	"-0.25205"	"0.99829"	"0.01339"	"24.15348"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"64"	"MLE"	"0.79949"	"-0.38314"	"-0.36309"	"-0.33195"	"0.9984"	"0.01364"	"24.00621"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"65"	"MLE"	"0.85012"	"-0.33582"	"-0.3625"	"-0.33012"	"0.99873"	"0.01192"	"25.08397"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"66"	"MLE"	"1.04542"	"-0.27531"	"-0.30289"	"-0.28937"	"0.99932"	"0.00855"	"27.7405"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"67"	"MLE"	"0.86128"	"-0.35821"	"-0.32926"	"-0.3206"	"0.99798"	"0.01489"	"23.30615"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"68"	"MLE"	"0.92521"	"-0.30809"	"-0.32935"	"-0.31712"	"0.9972"	"0.01767"	"21.9376"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"69"	"MLE"	"0.93175"	"-0.30327"	"-0.29607"	"-0.35273"	"0.99764"	"0.01603"	"22.71318"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"70"	"MLE"	"1.10988"	"-0.26318"	"-0.26"	"-0.27901"	"0.9944"	"0.02384"	"19.53967"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"71"	"MLE"	"0.92187"	"-0.31019"	"-0.34033"	"-0.32036"	"0.99929"	"0.00904"	"27.30103"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"72"	"MLE"	"0.94816"	"-0.3147"	"-0.30842"	"-0.31137"	"0.99797"	"0.01486"	"23.32079"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"73"	"MLE"	"1.00244"	"-0.32295"	"-0.28683"	"-0.28777"	"0.99854"	"0.01259"	"24.64547"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"74"	"MLE"	"1.16453"	"-0.24315"	"-0.26699"	"-0.28177"	"0.99985"	"0.00392"	"33.98721"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"75"	"MLE"	"0.81215"	"-0.36872"	"-0.34825"	"-0.35711"	"0.99828"	"0.01405"	"23.76716"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"76"	"MLE"	"0.77777"	"-0.37372"	"-0.36992"	"-0.36366"	"0.99995"	"0.00247"	"37.66375"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"77"	"MLE"	"1.1808"	"-0.25203"	"-0.26311"	"-0.25751"	"0.99798"	"0.01415"	"23.71559"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"78"	"MLE"	"1.02401"	"-0.27728"	"-0.29547"	"-0.29167"	"0.99736"	"0.01631"	"22.57786"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"79"	"MLE"	"0.99117"	"-0.30931"	"-0.28529"	"-0.31269"	"0.99969"	"0.00577"	"30.88769"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"80"	"MLE"	"0.88799"	"-0.33418"	"-0.33074"	"-0.33683"	"0.99992"	"0.00296"	"36.22537"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"81"	"MLE"	"1.04683"	"-0.30264"	"-0.28823"	"-0.28444"	"0.99874"	"0.01185"	"25.13373"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"82"	"MLE"	"1.02049"	"-0.27996"	"-0.29151"	"-0.29634"	"0.99986"	"0.00383"	"34.16907"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"83"	"MLE"	"1.03422"	"-0.28167"	"-0.28539"	"-0.29855"	"0.99715"	"0.01729"	"22.10889"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"84"	"MLE"	"0.90207"	"-0.33181"	"-0.31811"	"-0.31917"	"0.99828"	"0.01377"	"23.92913"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"85"	"MLE"	"1.43237"	"-0.20789"	"-0.21537"	"-0.23954"	"0.99505"	"0.02209"	"20.1485"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"86"	"MLE"	"1.08112"	"-0.29044"	"-0.28903"	"-0.2699"	"0.99798"	"0.01492"	"23.2904"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"87"	"MLE"	"0.96235"	"-0.3016"	"-0.31216"	"-0.31289"	"0.99924"	"0.00909"	"27.25351"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"88"	"MLE"	"1.23434"	"-0.25225"	"-0.25391"	"-0.2397"	"0.99892"	"0.01045"	"26.13756"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"89"	"MLE"	"1.05682"	"-0.28187"	"-0.30121"	"-0.27354"	"0.99617"	"0.01988"	"20.99232"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"90"	"MLE"	"0.93158"	"-0.32396"	"-0.34524"	"-0.28888"	"0.99964"	"0.00631"	"30.17162"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"91"	"MLE"	"1.22141"	"-0.25203"	"-0.25754"	"-0.25664"	"0.9979"	"0.01502"	"23.23547"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"92"	"MLE"	"1.05566"	"-0.29723"	"-0.28024"	"-0.29384"	"0.99785"	"0.01544"	"23.0144"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"93"	"MLE"	"1.19513"	"-0.2512"	"-0.26331"	"-0.26077"	"0.99887"	"0.01081"	"25.86675"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"94"	"MLE"	"0.99701"	"-0.31582"	"-0.27807"	"-0.30455"	"0.99578"	"0.02105"	"20.53722"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"95"	"MLE"	"0.73483"	"-0.35171"	"-0.41954"	"-0.41078"	"0.99816"	"0.01528"	"23.09844"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"96"	"MLE"	"1.40179"	"-0.24128"	"-0.21167"	"-0.22973"	"0.99407"	"0.02517"	"19.10645"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"97"	"MLE"	"1.00951"	"-0.29457"	"-0.29171"	"-0.30722"	"0.99929"	"0.00873"	"27.57372"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"98"	"MLE"	"0.95954"	"-0.32743"	"-0.29448"	"-0.31727"	"0.99659"	"0.01987"	"20.9962"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"99"	"MLE"	"1.07786"	"-0.27632"	"-0.28926"	"-0.28786"	"0.99867"	"0.01211"	"24.95987"	NA
"stick"	"3"	"-0.3"	"0.02"	"1"	"100"	"MLE"	"0.85483"	"-0.34203"	"-0.33108"	"-0.35931"	"0.99718"	"0.01802"	"21.77963"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"1"	"MLE"	"1.41795"	"-0.25867"	"-0.21451"	"-0.20256"	"0.98249"	"0.04178"	"15.05056"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"2"	"MLE"	"0.88164"	"-0.32612"	"-0.34593"	"-0.31881"	"0.98795"	"0.03689"	"16.04692"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"3"	"MLE"	"0.60042"	"-0.51712"	"-0.38022"	"-0.44504"	"0.98426"	"0.04476"	"14.49936"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"4"	"MLE"	"1.03234"	"-0.27344"	"-0.31207"	"-0.27826"	"0.99856"	"0.01234"	"24.80868"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"5"	"MLE"	"0.82892"	"-0.34539"	"-0.3457"	"-0.37672"	"0.99469"	"0.02473"	"19.24481"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"6"	"MLE"	"0.69517"	"-0.39469"	"-0.41157"	"-0.38614"	"0.98792"	"0.03672"	"16.08432"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"7"	"MLE"	"0.91161"	"-0.28958"	"-0.38225"	"-0.27415"	"0.98645"	"0.03805"	"15.7993"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"8"	"MLE"	"0.68009"	"-0.45291"	"-0.37702"	"-0.4238"	"0.99873"	"0.0126"	"24.64053"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"9"	"MLE"	"0.92523"	"-0.36751"	"-0.27571"	"-0.34852"	"0.98507"	"0.04215"	"14.97998"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"10"	"MLE"	"1.15939"	"-0.28462"	"-0.26641"	"-0.24899"	"0.9896"	"0.03448"	"16.58677"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"11"	"MLE"	"2.52089"	"-0.12803"	"-0.12542"	"-0.14047"	"0.98254"	"0.03935"	"15.53057"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"12"	"MLE"	"1.52812"	"-0.22247"	"-0.22767"	"-0.17996"	"0.98775"	"0.03632"	"16.17114"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"13"	"MLE"	"1.12689"	"-0.25127"	"-0.28247"	"-0.30469"	"0.98696"	"0.03854"	"15.69731"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"14"	"MLE"	"2.12874"	"-0.16674"	"-0.15451"	"-0.15378"	"0.99813"	"0.01341"	"24.14269"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"15"	"MLE"	"0.50425"	"-0.50349"	"-0.50722"	"-0.53453"	"0.99077"	"0.03533"	"16.39155"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"16"	"MLE"	"0.82027"	"-0.34216"	"-0.34769"	"-0.37317"	"0.99017"	"0.03357"	"16.80062"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"17"	"MLE"	"1.37508"	"-0.22321"	"-0.20937"	"-0.24127"	"0.98941"	"0.03178"	"17.2387"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"18"	"MLE"	"0.75902"	"-0.36554"	"-0.41079"	"-0.36944"	"0.99698"	"0.01895"	"21.37626"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"19"	"MLE"	"0.83421"	"-0.34472"	"-0.35385"	"-0.34239"	"0.95898"	"0.07032"	"10.88584"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"20"	"MLE"	"0.55999"	"-0.4552"	"-0.52409"	"-0.44495"	"0.99881"	"0.01208"	"24.97537"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"21"	"MLE"	"0.62307"	"-0.41262"	"-0.37033"	"-0.57052"	"0.94352"	"0.08978"	"8.93176"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"22"	"MLE"	"0.986"	"-0.36674"	"-0.24995"	"-0.30406"	"0.99423"	"0.0253"	"19.0629"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"23"	"MLE"	"1.00249"	"-0.27524"	"-0.3249"	"-0.28586"	"0.99941"	"0.00785"	"28.4292"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"24"	"MLE"	"0.48283"	"-0.52106"	"-0.63413"	"-0.46945"	"0.97707"	"0.05646"	"12.64201"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"25"	"MLE"	"1.48697"	"-0.21975"	"-0.24108"	"-0.18208"	"0.98964"	"0.03292"	"16.95859"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"26"	"MLE"	"0.50121"	"-0.50806"	"-0.55139"	"-0.53454"	"0.99275"	"0.03153"	"17.30377"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"27"	"MLE"	"0.74087"	"-0.40156"	"-0.37748"	"-0.39839"	"0.96699"	"0.06585"	"11.41163"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"28"	"MLE"	"1.20866"	"-0.27775"	"-0.21379"	"-0.28193"	"0.9971"	"0.01775"	"21.89852"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"29"	"MLE"	"1.20739"	"-0.24954"	"-0.25403"	"-0.28609"	"0.98379"	"0.04331"	"14.76295"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"30"	"MLE"	"0.96963"	"-0.30786"	"-0.28748"	"-0.32099"	"0.99104"	"0.03099"	"17.4425"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"31"	"MLE"	"1.28115"	"-0.23812"	"-0.25248"	"-0.25629"	"0.97781"	"0.051"	"13.4554"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"32"	"MLE"	"1.14303"	"-0.2763"	"-0.27437"	"-0.27835"	"0.9835"	"0.04383"	"14.66725"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"33"	"MLE"	"1.17568"	"-0.25424"	"-0.30013"	"-0.25355"	"0.99688"	"0.01895"	"21.37581"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"34"	"MLE"	"0.79424"	"-0.27445"	"-0.40377"	"-0.41403"	"0.99116"	"0.0323"	"17.10932"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"35"	"MLE"	"0.86482"	"-0.37301"	"-0.32853"	"-0.35836"	"0.98889"	"0.03734"	"15.95087"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"36"	"MLE"	"0.73429"	"-0.3613"	"-0.38613"	"-0.39521"	"0.96496"	"0.06274"	"11.7981"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"37"	"MLE"	"1.21705"	"-0.26221"	"-0.19128"	"-0.27151"	"0.99759"	"0.01495"	"23.2748"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"38"	"MLE"	"0.92108"	"-0.2972"	"-0.36898"	"-0.30395"	"0.98094"	"0.04816"	"13.91384"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"39"	"MLE"	"0.84531"	"-0.34435"	"-0.41533"	"-0.29081"	"0.99885"	"0.01179"	"25.17264"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"40"	"MLE"	"1.99153"	"-0.19084"	"-0.17292"	"-0.14533"	"0.98705"	"0.03733"	"15.95226"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"41"	"MLE"	"0.98594"	"-0.30883"	"-0.31922"	"-0.31142"	"0.97901"	"0.05117"	"13.42978"	NA
"stick"	"3"	"-0.3"	"0.05"	"1"	"42"	"MLE"	"0.71943"	"-0.43106"	"-0.39276"	"-0.38179"	"0.99035"	"0.03487"	"16.49703"	NA
